Sno,Name,Unit,Created Date,Service,Category,Enable Asset Tracking,Notes,Commodity Code,Sub CommodityCode,Std cost updated,Product Line Segment,Foreign Name,GL Account Code
605,SN-606 1856GAL,Box,2024-10-16T14:13:00Z,,Welding Rods,FALSE,,,,47.83,,,
606,BK-704 1952GAL,Carton,2024-08-04T20:19:46Z,,Electrical Cables,TRUE,,Medical Supplies (M060101),,547.32,,,
607,PRD-838 1856GAL,Carton,2024-10-16T22:47:09Z,,Industrial Adhesives,FALSE,,Construction Materials (C040201),,853.66,,,
608,AC-822 2079GAL,Each,2024-02-07T12:31:32Z,,Stainless Steel Fasteners,TRUE,,,,996.53,,,
609,AC-681 2369KG,Box,2024-03-28T17:20:14Z,,HVAC Filters,FALSE,,,,897.55,,,
610,LX-154 2017ML,Carton,2024-10-15T09:43:18Z,,Safety Helmets,FALSE,,,,638.512,,,
611,HD-198 582L,Box,2024-09-28T02:00:01Z,,Fire-Resistant Fabrics,FALSE,,,,862.08,,,
612,LX-910 2248GAL,Each,2024-11-11T16:36:18Z,,Concrete Additives,TRUE,,,,782.93,,,
613,CLNR-566 2297GAL,Each,2024-08-04T10:55:09Z,,Glass Wool Insulation,TRUE,,,,509.44,,,
614,DISINFECT-323 746ML,Box,2024-04-09T13:04:44Z,,Roofing Shingles,FALSE,,,Advert. agency fees (X020101),902.48,,,
615,HD-417 581ML,Carton,2024-04-17T05:46:22Z,,Sandpaper Rolls,TRUE,,,APO Services (V050401),802.77,,,
616,CLNR-828 241ML,Box,2024-08-26T13:05:19Z,,Brass Fittings,TRUE,,Chemicals products (W050701),Paper products (X010201),964.78,,,
617,PRD-115 131OZ,Box,2024-08-26T13:05:19Z,,Tungsten Electrodes,TRUE,,Graphic chain pack design (X030101),,908.55,,,
618,SN-149 2341KG,Carton,2024-03-29T16:42:50Z,,Industrial Solvents,FALSE,,Office Supplies (W050801),Cement (C020301),474.38,,,
619,SN-922 398KG,Carton,2024-02-25T17:13:24Z,,Water Treatment Chemicals,FALSE,,Cement (C020301),Cement (C020301),552.83,,,
620,PRD-850 94L,Each,2024-04-24T16:39:12Z,,"Bearings, Ball-Type",FALSE,,Vehicle Maintenance (M030501),,950.47,,,
621,AC-915 1257GAL,Box,2024-10-17T11:18:16Z,,Chain Belts,FALSE,,,,201.34,,,
622,SN-896 1633OZ,Carton,2024-05-14T09:57:01Z,,Conveyor Rollers,TRUE,,Sterile Gloves (M070101),,111.56,,,
623,CLNR-500 1726GAL,Box,2024-08-03T06:45:56Z,,Pneumatic Tools,TRUE,,Advert. agency fees (X020101),,168.85,,,
624,CLNR-146 1958OZ,Each,2024-03-21T13:14:00Z,,LED Light Fixtures,FALSE,,APO Services (V050401),Sterile Gloves (M070101),829.16,,,
625,DISINFECT-339 109ML,Each,2024-06-05T23:56:20Z,,Circuit Breakers,TRUE,,Paper products (X010201),Paper products (X010201),738.49,,,
626,PRD-861 2174L,Box,2024-03-04T06:01:13Z,,Plumbing Valves,TRUE,,Medical Supplies (M060101),Advert. agency fees (X020101),525.04,,,
627,AC-951 543KG,Carton,2024-04-30T17:38:04Z,,Office Furniture,TRUE,,Construction Materials (C040201),APO Services (V050401),912.54,,,
628,SCRUB-892 1733GAL,Box,2024-08-26T13:05:19Z,,Cleaning Supplies,TRUE,,Chemicals products (W050701),Paper products (X010201),260.23,,,
629,SN-956 1189KG,Box,2024-01-04T13:21:39Z,,Packaging Materials,FALSE,,Graphic chain pack design (X030101),,497.93,,,
630,PRD-379 130ML,Carton,2024-08-26T13:05:19Z,,IT Equipment,FALSE,,,Cement (C020301),528.25,,,
631,LX-408 852L,Carton,2024-10-20T01:51:15Z,,Laboratory Glassware,FALSE,,Cement (C020301),Cement (C020301),964.03,,,
632,DISINFECT-693 2221OZ,Each,2024-07-07T13:17:42Z,,Medical PPE Supplies,TRUE,,Vehicle Maintenance (M030501),,873.94,,,
633,PRD-972 746ML,Box,2024-02-08T07:34:27Z,,"Alumina, Brown Fused",FALSE,,IT Equipment (T020101),,312.611,,,
634,HD-309 2583KG,Carton,2024-08-23T08:52:38Z,,"Silica, High-Purity",TRUE,,Sterile Gloves (M070101),,354.77,,,
635,SCRUB-955 1034OZ,Box,2024-07-01T07:38:38Z,,Graphite Powder,FALSE,,Advert. agency fees (X020101),,798.02,,,
636,DISINFECT-967 683GAL,Each,2024-10-23T13:01:35Z,,Silicon Carbide,FALSE,,APO Services (V050401),Sterile Gloves (M070101),520.96,,,
637,LX-478 2759L,Each,2024-03-25T05:28:54Z,,"Steel, Galvanized Sheets",FALSE,,,Paper products (X010201),937.33,,,
638,SCRUB-637 384ML,Box,2024-08-06T08:48:25Z,,Aluminum Ingots,TRUE,,Medical Supplies (M060101),,660.45,,,
639,SCRUB-305 903KG,Carton,2024-04-20T13:04:15Z,,Copper Cathodes,FALSE,,Construction Materials (C040201),,49.15,,,
640,SN-377 1225ML,Box,2023-12-12T09:23:28Z,,Polypropylene Resin,TRUE,,,,715.891,,,
641,HD-580 769OZ,Box,2024-09-10T20:17:08Z,,Polyester Fiber,TRUE,,Chemicals products (W050701),,876.91,,,
642,LX-182 1023OZ,Carton,2024-02-15T13:17:21Z,,Activated Carbon,TRUE,,Graphic chain pack design (X030101),,765.97,,,
643,BTHRM-802 1330KG,Carton,2024-08-26T13:05:19Z,,,FALSE,,Office Supplies (W050801),,556.555,,,
644,AC-544 708OZ,Each,2024-05-09T17:49:36Z,,,FALSE,,Cement (C020301),Advert. agency fees (X020101),395.44,,,
645,SCRUB-819 354ML,Box,2024-05-22T14:52:18Z,,,FALSE,,Vehicle Maintenance (M030501),APO Services (V050401),184.68,,,
646,BK-840 1624GAL,Carton,2024-01-17T14:20:42Z,,,FALSE,,,Paper products (X010201),523.03,,,
647,CLNR-897 631KG,Box,2024-08-26T13:05:19Z,,Plastic Granules,TRUE,,Sterile Gloves (M070101),,958.42,,,
648,DISINFECT-134 53KG,Each,2023-12-09T18:13:26Z,,Rubber Compounds,TRUE,,Advert. agency fees (X020101),Cement (C020301),62.49,,,
649,PRD-364 637KG,Each,2024-09-28T07:36:24Z,,Abrasive Grinding Wheels,FALSE,,APO Services (V050401),Cement (C020301),432.86,,,
650,BK-989 369ML,Box,2024-10-05T23:20:22Z,,Industrial Paints,TRUE,,Paper products (X010201),,527.18,,,
651,BTHRM-928 1724ML,Carton,2024-02-13T18:23:13Z,,Wood Pellets,TRUE,,Medical Supplies (M060101),,91.83,,,
652,HD-119 1883KG,Box,2024-08-17T12:31:33Z,,PVC Pipes,TRUE,,Construction Materials (C040201),,222.43,,,
653,SN-519 2680ML,Box,2024-04-05T23:36:10Z,,Insulation Foam,TRUE,,Chemicals products (W050701),,318.88,,,
654,AC-853 1092KG,Carton,2024-08-14T07:19:33Z,,Hydraulic Fluids,FALSE,,Graphic chain pack design (X030101),Sterile Gloves (M070101),224.75,,,
655,CLNR-915 550ML,Carton,2024-08-26T13:05:19Z,,Lubricating Oils,FALSE,,,Paper products (X010201),833.91,,,
656,PRD-807 2304OZ,Each,2024-04-07T13:09:32Z,,Welding Rods,FALSE,,Cement (C020301),Advert. agency fees (X020101),847.631,,,
657,LX-210 1092GAL,Box,2024-08-03T05:21:58Z,,Electrical Cables,TRUE,,Vehicle Maintenance (M030501),APO Services (V050401),27.099,,,
658,SN-637 317ML,Carton,2023-12-18T21:41:56Z,,Industrial Adhesives,FALSE,,IT Equipment (T020101),Paper products (X010201),811.25,,,
659,HD-544 2850GAL,Box,2024-01-02T22:24:41Z,,Stainless Steel Fasteners,TRUE,,Sterile Gloves (M070101),,726.39,,,
660,CLNR-936 2628L,Each,2024-10-12T04:30:27Z,,HVAC Filters,FALSE,,Advert. agency fees (X020101),Cement (C020301),219.02,,,
661,PRD-675 1408OZ,Each,2024-08-26T13:05:19Z,,Safety Helmets,FALSE,,APO Services (V050401),Cement (C020301),204.39,,,
662,SN-427 1308L,Box,2023-12-04T15:37:21Z,,Fire-Resistant Fabrics,FALSE,,,,916.31,,,
663,AC-871 688L,Carton,2024-10-26T00:23:49Z,,,TRUE,,Medical Supplies (M060101),,180.83,,,
664,SN-506 1028KG,Box,2024-05-23T07:11:36Z,,Glass Wool Insulation,TRUE,,Construction Materials (C040201),,676.56,,,
665,CLNR-887 1796L,Box,2023-11-29T15:10:09Z,,Roofing Shingles,FALSE,,,,632.87,,,
666,BTHRM-852 354ML,Carton,2024-07-16T21:34:23Z,,Sandpaper Rolls,TRUE,,Chemicals products (W050701),Sterile Gloves (M070101),366.89,,,
667,BK-390 1772KG,Carton,2024-01-20T03:53:03Z,,Brass Fittings,TRUE,,Graphic chain pack design (X030101),Paper products (X010201),350.95,,,
668,SN-108 817ML,Each,2024-05-15T11:49:23Z,,Tungsten Electrodes,TRUE,,Office Supplies (W050801),,510.56,,,
669,HD-165 1786OZ,Box,2024-06-10T06:36:53Z,,Industrial Solvents,FALSE,,Cement (C020301),,545.55,,,
670,LX-985 2770ML,Carton,2024-05-15T11:49:23Z,,Water Treatment Chemicals,FALSE,,Vehicle Maintenance (M030501),,860.98,,,
671,BK-251 2946OZ,Box,2024-08-26T13:05:19Z,,"Bearings, Ball-Type",FALSE,,,,434.36,,,
672,CLNR-140 2353OZ,Each,2024-08-30T19:49:32Z,,Chain Belts,FALSE,,Sterile Gloves (M070101),Advert. agency fees (X020101),359.73,,,
673,PRD-242 1115GAL,Each,2024-08-26T02:27:06Z,,Conveyor Rollers,TRUE,,Advert. agency fees (X020101),APO Services (V050401),838.92,,,
674,PRD-500 2159OZ,Box,2024-09-18T14:17:39Z,,Pneumatic Tools,TRUE,,APO Services (V050401),Paper products (X010201),199.06,,,
675,SCRUB-628 2541OZ,Carton,2024-09-07T08:10:09Z,,LED Light Fixtures,FALSE,,Paper products (X010201),,115.788,,,
676,SCRUB-167 2540L,Box,2024-02-09T20:19:23Z,,Circuit Breakers,TRUE,,Medical Supplies (M060101),Cement (C020301),668.91,,,
677,BK-851 1263KG,Box,2024-08-26T15:50:31Z,,Plumbing Valves,TRUE,,Construction Materials (C040201),Cement (C020301),710.82,,,
678,LX-885 1071OZ,Carton,2024-08-27T01:24:04Z,,Office Furniture,TRUE,,Chemicals products (W050701),,436.82,,,
679,LX-682 1890KG,Carton,2023-12-10T22:39:23Z,,Cleaning Supplies,TRUE,,Graphic chain pack design (X030101),,819.29,,,
680,AC-824 2337OZ,Each,2024-09-02T01:35:56Z,,Packaging Materials,FALSE,,,,364.27,,,
681,BK-878 894KG,Box,2024-01-04T01:30:24Z,,IT Equipment,FALSE,,Cement (C020301),,120.17,,,
682,SCRUB-260 2325L,Carton,2024-02-20T19:04:03Z,,Laboratory Glassware,FALSE,,Vehicle Maintenance (M030501),Sterile Gloves (M070101),403.56,,,
683,DISINFECT-358 1148ML,Box,2024-04-16T20:06:51Z,,Medical PPE Supplies,TRUE,,IT Equipment (T020101),Paper products (X010201),400.23,,,
684,AC-274 2725GAL,Each,2024-05-21T16:34:20Z,,,FALSE,,Sterile Gloves (M070101),Advert. agency fees (X020101),152.22,,,
685,SN-633 2897ML,Each,2024-08-26T13:05:19Z,,,TRUE,,Advert. agency fees (X020101),APO Services (V050401),986.59,,,
686,LX-962 2071GAL,Box,2024-08-02T19:50:56Z,,,FALSE,,APO Services (V050401),Paper products (X010201),368.93,,,
687,SCRUB-805 1406OZ,Carton,2024-05-29T19:20:12Z,,"Alumina, Brown Fused",FALSE,,,,941.39,,,
688,SN-813 1028KG,Box,2024-10-31T18:43:08Z,,"Silica, High-Purity",FALSE,,Medical Supplies (M060101),Cement (C020301),914.911,,,
689,SN-582 354ML,Box,2024-02-06T21:08:43Z,,Graphite Powder,TRUE,,Construction Materials (C040201),Cement (C020301),648.46,,,
690,LX-222 2769OZ,Carton,2024-10-03T13:23:41Z,,Silicon Carbide,FALSE,,,,833.13,,,
691,SCRUB-689 982GAL,Carton,2024-01-11T18:04:05Z,,"Steel, Galvanized Sheets",TRUE,,,,858.267,,,
692,PRD-865 1121ML,Each,2024-02-05T12:15:13Z,,Aluminum Ingots,TRUE,,,,138.17,,,
693,LX-721 1441OZ,Box,2024-02-20T01:33:00Z,,Copper Cathodes,TRUE,,,,380.57,,,
694,AC-338 130GAL,Carton,2024-08-25T01:05:51Z,,Polypropylene Resin,FALSE,,,Sterile Gloves (M070101),450.37,,,
695,DISINFECT-404 2510KG,Box,2023-12-17T14:53:31Z,,Polyester Fiber,FALSE,,,Paper products (X010201),421.895,,,
696,SN-393 176L,Each,2024-06-02T08:05:36Z,,Activated Carbon,FALSE,,,,432.86,,,
697,PRD-415 2240KG,Each,2024-02-12T18:44:24Z,,Calcium Carbonate,FALSE,,,,527.18,,,
698,DISINFECT-963 612L,Box,2024-11-07T14:28:34Z,,Zinc Oxide,TRUE,,Chemicals products (W050701),,91.83,,,
699,AC-898 409ML,Carton,2023-12-06T11:39:56Z,,Titanium Dioxide,TRUE,,Graphic chain pack design (X030101),,222.43,,,
700,HD-301 532ML,Box,2024-01-19T10:41:24Z,,Ceramic Tiles,FALSE,,Office Supplies (W050801),,318.88,,,
701,BK-799 405ML,Box,2024-07-14T12:54:11Z,,Plastic Granules,TRUE,,Cement (C020301),,224.75,,,
702,LX-916 2970GAL,Carton,2024-08-17T01:35:01Z,,Rubber Compounds,TRUE,,Vehicle Maintenance (M030501),Advert. agency fees (X020101),833.91,,,
703,SN-360 543KG,Carton,2024-08-26T13:05:19Z,,Abrasive Grinding Wheels,TRUE,,,APO Services (V050401),847.631,,,
704,BK-390 2602KG,Each,2024-08-26T13:05:19Z,,Industrial Paints,TRUE,,Sterile Gloves (M070101),Paper products (X010201),27.099,,,
705,DISINFECT-357 1453ML,Box,2024-10-16T14:13:00Z,,Wood Pellets,FALSE,,Advert. agency fees (X020101),,811.25,,,
706,BTHRM-252 2950KG,Carton,2024-08-04T20:19:46Z,,PVC Pipes,FALSE,,APO Services (V050401),Cement (C020301),726.39,,,
707,HD-418 1127ML,Box,2024-10-16T22:47:09Z,,Insulation Foam,FALSE,,Paper products (X010201),Cement (C020301),219.02,,,
708,HD-135 2604GAL,Each,2024-02-07T12:31:32Z,,Hydraulic Fluids,TRUE,,Medical Supplies (M060101),,204.39,,,
709,HD-277 94L,Each,2024-03-28T17:20:14Z,,Lubricating Oils,FALSE,,Construction Materials (C040201),,916.31,,,
710,BTHRM-334 2212ML,Box,2024-10-15T09:43:18Z,,Welding Rods,TRUE,,Chemicals products (W050701),,180.83,,,
711,PRD-638 2275GAL,Carton,2024-09-28T02:00:01Z,,Electrical Cables,FALSE,,Graphic chain pack design (X030101),,676.56,,,
712,BTHRM-546 746ML,Box,2024-11-11T16:36:18Z,,Industrial Adhesives,FALSE,,,Sterile Gloves (M070101),632.87,,,
713,SCRUB-235 66ML,Box,2024-08-04T10:55:09Z,,Stainless Steel Fasteners,FALSE,,Cement (C020301),Paper products (X010201),366.89,,,
714,PRD-195 356OZ,Carton,2024-04-09T13:04:44Z,,HVAC Filters,TRUE,,Vehicle Maintenance (M030501),Advert. agency fees (X020101),350.95,,,
715,CLNR-612 463L,Carton,2024-04-17T05:46:22Z,,Safety Helmets,TRUE,,IT Equipment (T020101),APO Services (V050401),510.56,,,
716,CLNR-778 2510KG,Each,2024-08-26T13:05:19Z,,Fire-Resistant Fabrics,FALSE,,Sterile Gloves (M070101),Paper products (X010201),545.55,,,
717,CLNR-411 130ML,Box,2024-08-26T13:05:19Z,,Concrete Additives,TRUE,,Advert. agency fees (X020101),,860.98,,,
718,AC-567 2276OZ,Carton,2024-03-29T16:42:50Z,,Glass Wool Insulation,TRUE,,APO Services (V050401),Cement (C020301),434.36,,,
719,DISINFECT-873 2148ML,Box,2024-02-25T17:13:24Z,,Roofing Shingles,TRUE,,,Cement (C020301),359.73,,,
720,AC-245 2629OZ,Each,2024-04-24T16:39:12Z,,Sandpaper Rolls,FALSE,,Medical Supplies (M060101),,838.92,,,
721,LX-786 19GAL,Each,2024-10-17T11:18:16Z,,Brass Fittings,FALSE,,Construction Materials (C040201),,199.06,,,
722,BTHRM-803 2827ML,Box,2024-05-14T09:57:01Z,,Tungsten Electrodes,FALSE,,,,115.788,,,
723,SN-248 2262OZ,Carton,2024-08-03T06:45:56Z,,Industrial Solvents,FALSE,,,,668.91,,,
724,HD-794 241OZ,Box,2024-03-21T13:14:00Z,,Water Treatment Chemicals,TRUE,,,Sterile Gloves (M070101),710.82,,,
725,AC-841 461OZ,Box,2024-06-05T23:56:20Z,,"Bearings, Ball-Type",TRUE,,,Paper products (X010201),436.82,,,
726,HD-132 1946OZ,Carton,2024-03-04T06:01:13Z,,Chain Belts,FALSE,,,,819.29,,,
727,LX-326 514L,Carton,2024-04-30T17:38:04Z,,Conveyor Rollers,TRUE,,Chemicals products (W050701),,364.27,,,
728,PRD-486 1348KG,Each,2024-08-26T13:05:19Z,,Pneumatic Tools,TRUE,,Graphic chain pack design (X030101),,120.17,,,
729,DISINFECT-839 1300L,Box,2024-01-04T13:21:39Z,,LED Light Fixtures,TRUE,,Office Supplies (W050801),Advert. agency fees (X020101),403.56,,,
730,AC-972 1604ML,Carton,2024-08-26T13:05:19Z,,Circuit Breakers,TRUE,,Cement (C020301),APO Services (V050401),400.23,,,
731,CLNR-813 1633OZ,Box,2024-10-20T01:51:15Z,,Plumbing Valves,FALSE,,Vehicle Maintenance (M030501),Paper products (X010201),152.22,,,
732,SN-214 1739GAL,Each,2024-07-07T13:17:42Z,,Office Furniture,FALSE,,,,986.59,,,
733,LX-429 2157GAL,Each,2024-02-08T07:34:27Z,,Cleaning Supplies,FALSE,,Sterile Gloves (M070101),Cement (C020301),368.93,,,
734,SCRUB-996 2589L,Box,2024-08-23T08:52:38Z,,Packaging Materials,TRUE,,Advert. agency fees (X020101),Cement (C020301),941.39,,,
735,BK-108 399L,Carton,2024-07-01T07:38:38Z,,IT Equipment,FALSE,,APO Services (V050401),,914.911,,,
736,AC-123 2602KG,Box,2024-10-23T13:01:35Z,,Laboratory Glassware,TRUE,,Paper products (X010201),,648.46,,,
737,PRD-100 281GAL,Box,2024-03-25T05:28:54Z,,Medical PPE Supplies,FALSE,,Medical Supplies (M060101),,833.13,,,
738,BK-538 993OZ,Carton,2024-08-06T08:48:25Z,,,FALSE,,Construction Materials (C040201),,858.267,,,
739,DISINFECT-128 29ML,Carton,2024-04-20T13:04:15Z,,"Alumina, Brown Fused",FALSE,,Chemicals products (W050701),Sterile Gloves (M070101),138.17,,,
740,BTHRM-710 2510ML,Each,2023-12-12T09:23:28Z,,"Silica, High-Purity",TRUE,,Graphic chain pack design (X030101),Paper products (X010201),380.57,,,
741,SCRUB-778 2879ML,Box,2024-09-10T20:17:08Z,,Graphite Powder,FALSE,,,Advert. agency fees (X020101),450.37,,,
742,SCRUB-596 1763ML,Carton,2024-02-15T13:17:21Z,,Silicon Carbide,TRUE,,Cement (C020301),APO Services (V050401),421.895,,,
743,PRD-267 241OZ,Box,2024-08-26T13:05:19Z,,"Steel, Galvanized Sheets",TRUE,,Vehicle Maintenance (M030501),Paper products (X010201),214.82,,,
744,AC-626 2089L,Each,2024-05-09T17:49:36Z,,Aluminum Ingots,TRUE,,IT Equipment (T020101),,829.911,,,
745,PRD-687 205L,Each,2024-05-22T14:52:18Z,,Copper Cathodes,FALSE,,Sterile Gloves (M070101),Cement (C020301),737.46,,,
746,CLNR-746 1381OZ,Box,2024-01-17T14:20:42Z,,Polypropylene Resin,FALSE,,Advert. agency fees (X020101),Cement (C020301),550.69,,,
747,LX-525 1091GAL,Carton,2024-08-26T13:05:19Z,,Polyester Fiber,FALSE,,APO Services (V050401),,989.89,,,
748,SCRUB-801 2035GAL,Box,2023-12-09T18:13:26Z,,Activated Carbon,FALSE,,,,215.03,,,
749,SCRUB-618 543KG,Box,2024-09-28T07:36:24Z,,Calcium Carbonate,TRUE,,Medical Supplies (M060101),,853.92,,,
750,LX-615 586GAL,Carton,2024-10-05T23:20:22Z,,Zinc Oxide,TRUE,,Construction Materials (C040201),,88.445,,,
751,BTHRM-473 142ML,Carton,2024-02-13T18:23:13Z,,Titanium Dioxide,FALSE,,,Sterile Gloves (M070101),735.79,,,
752,SN-540 2748OZ,Each,2024-08-17T12:31:33Z,,Ceramic Tiles,TRUE,,,Paper products (X010201),47.83,,,
753,CLNR-797 180OZ,Box,2024-04-05T23:36:10Z,,Plastic Granules,TRUE,,,,547.32,,,
754,CLNR-459 1127ML,Carton,2024-08-14T07:19:33Z,,Rubber Compounds,TRUE,,,,853.66,,,
755,BTHRM-437 104KG,Box,2024-08-26T13:05:19Z,,Abrasive Grinding Wheels,TRUE,,,,996.53,,,
756,AC-696 1443ML,Each,2024-04-07T13:09:32Z,,Industrial Paints,FALSE,,,,897.55,,,
757,BTHRM-434 981GAL,Each,2024-08-03T05:21:58Z,,Wood Pellets,FALSE,,,,638.512,,,
758,SCRUB-549 1873KG,Box,2023-12-18T21:41:56Z,,PVC Pipes,FALSE,,,,862.08,,,
759,BTHRM-735 1336KG,Carton,2024-01-02T22:24:41Z,,Insulation Foam,TRUE,,Chemicals products (W050701),Advert. agency fees (X020101),782.93,,,
760,DISINFECT-337 2836ML,Box,2024-10-12T04:30:27Z,,Hydraulic Fluids,FALSE,,Graphic chain pack design (X030101),APO Services (V050401),509.44,,,
761,LX-883 525L,Box,2024-08-26T13:05:19Z,,Lubricating Oils,TRUE,,Office Supplies (W050801),Paper products (X010201),902.48,,,
762,BTHRM-848 1044ML,Carton,2023-12-04T15:37:21Z,,Welding Rods,FALSE,,Cement (C020301),,802.77,,,
763,AC-720 1028KG,Carton,2024-10-26T00:23:49Z,,Electrical Cables,FALSE,,Vehicle Maintenance (M030501),Cement (C020301),964.78,,,
764,DISINFECT-824 274OZ,Each,2024-05-23T07:11:36Z,,Industrial Adhesives,FALSE,,,Cement (C020301),908.55,,,
765,BTHRM-617 1638L,Box,2023-11-29T15:10:09Z,,Stainless Steel Fasteners,TRUE,,Sterile Gloves (M070101),,474.38,,,
766,LX-239 137L,Carton,2024-07-16T21:34:23Z,,HVAC Filters,,,Advert. agency fees (X020101),,552.83,,,
767,LX-531 2080GAL,Box,2024-01-20T03:53:03Z,,Safety Helmets,TRUE,,APO Services (V050401),,950.47,,,
768,LX-217 772GAL,Each,2024-05-15T11:49:23Z,,Fire-Resistant Fabrics,FALSE,,Paper products (X010201),,201.34,,,
769,SN-778 1965KG,Each,2024-06-10T06:36:53Z,,Concrete Additives,TRUE,,Medical Supplies (M060101),Sterile Gloves (M070101),111.56,,,
770,HD-346 1222GAL,Box,2024-05-15T11:49:23Z,,Glass Wool Insulation,TRUE,,Construction Materials (C040201),Paper products (X010201),168.85,,,
771,AC-311 723L,Carton,2024-08-26T13:05:19Z,,Roofing Shingles,TRUE,,Chemicals products (W050701),Advert. agency fees (X020101),829.16,,,
772,CLNR-161 875KG,Box,2024-08-30T19:49:32Z,,Sandpaper Rolls,FALSE,,Graphic chain pack design (X030101),APO Services (V050401),738.49,,,
773,HD-740 1326GAL,Box,2024-08-26T02:27:06Z,,Brass Fittings,FALSE,,,Paper products (X010201),525.04,,,
774,DISINFECT-712 103GAL,Carton,2024-09-18T14:17:39Z,,Tungsten Electrodes,FALSE,,Cement (C020301),,912.54,,,
775,PRD-809 1783GAL,Carton,2024-09-07T08:10:09Z,,Industrial Solvents,FALSE,,Vehicle Maintenance (M030501),Cement (C020301),260.23,,,
776,LX-163 2341KG,Each,2024-02-09T20:19:23Z,,Water Treatment Chemicals,TRUE,,IT Equipment (T020101),Cement (C020301),497.93,,,
777,LX-213 2716GAL,Box,2024-08-26T15:50:31Z,,"Bearings, Ball-Type",TRUE,,Sterile Gloves (M070101),,528.25,,,
778,HD-673 9OZ,Carton,2024-08-27T01:24:04Z,,Chain Belts,FALSE,,Advert. agency fees (X020101),,964.03,,,
779,BK-160 123OZ,Box,2023-12-10T22:39:23Z,,Conveyor Rollers,TRUE,,APO Services (V050401),,873.94,,,
780,DISINFECT-898 2276ML,Each,2024-09-02T01:35:56Z,,Pneumatic Tools,TRUE,,,,312.611,,,
781,DISINFECT-421 618KG,Each,2024-01-04T01:30:24Z,,LED Light Fixtures,TRUE,,Medical Supplies (M060101),Sterile Gloves (M070101),354.77,,,
782,BTHRM-257 1654L,Box,2024-02-20T19:04:03Z,,Circuit Breakers,TRUE,,Construction Materials (C040201),Paper products (X010201),798.02,,,
783,PRD-934 356OZ,Carton,2024-04-16T20:06:51Z,,Plumbing Valves,FALSE,,,,520.96,,,
784,HD-937 205L,Box,2024-05-21T16:34:20Z,,Office Furniture,FALSE,,Chemicals products (W050701),,937.33,,,
785,BTHRM-933 399L,Box,2024-08-26T13:05:19Z,,Cleaning Supplies,FALSE,,Graphic chain pack design (X030101),,660.45,,,
786,SN-378 1512GAL,Carton,2024-08-02T19:50:56Z,,Packaging Materials,TRUE,,Office Supplies (W050801),,49.15,,,
787,PRD-744 66ML,Carton,2024-05-29T19:20:12Z,,IT Equipment,FALSE,,Cement (C020301),,715.891,,,
788,DISINFECT-577 2106L,Each,2024-10-31T18:43:08Z,,Laboratory Glassware,TRUE,,Vehicle Maintenance (M030501),,876.91,,,
789,SCRUB-492 1814L,Box,2024-02-06T21:08:43Z,,Medical PPE Supplies,FALSE,,,,765.97,,,
790,DISINFECT-416 872ML,Carton,2024-10-03T13:23:41Z,,,FALSE,,Sterile Gloves (M070101),Advert. agency fees (X020101),556.555,,,
791,LX-121 2768GAL,Box,2024-01-11T18:04:05Z,,,FALSE,,Advert. agency fees (X020101),APO Services (V050401),395.44,,,
792,LX-139 2759L,Each,2024-02-05T12:15:13Z,,"Alumina, Brown Fused",TRUE,,APO Services (V050401),Paper products (X010201),184.68,,,
793,BTHRM-492 1441OZ,Each,2024-02-20T01:33:00Z,,"Silica, High-Purity",FALSE,,Paper products (X010201),,523.03,,,
794,AC-210 2188GAL,Box,2024-08-25T01:05:51Z,,Graphite Powder,TRUE,,Medical Supplies (M060101),Cement (C020301),958.42,,,
795,HD-269 2870GAL,Carton,2023-12-17T14:53:31Z,,Silicon Carbide,TRUE,,Construction Materials (C040201),Cement (C020301),62.49,,,
796,SN-371 2877L,Box,2024-06-02T08:05:36Z,,"Steel, Galvanized Sheets",TRUE,,Chemicals products (W050701),,432.86,,,
797,BK-564 1902ML,Box,2024-02-12T18:44:24Z,,Aluminum Ingots,FALSE,,Graphic chain pack design (X030101),,527.18,,,
798,BTHRM-495 2384KG,Carton,2024-11-07T14:28:34Z,,Copper Cathodes,FALSE,,,,91.83,,,
799,SN-546 1277OZ,Carton,2023-12-06T11:39:56Z,,Polypropylene Resin,FALSE,,Cement (C020301),,222.43,,,
800,DISINFECT-796 2479GAL,Each,2024-01-19T10:41:24Z,,Polyester Fiber,FALSE,,Vehicle Maintenance (M030501),Sterile Gloves (M070101),318.88,,,
801,DISINFECT-420 599OZ,Box,2024-07-14T12:54:11Z,,Activated Carbon,TRUE,,IT Equipment (T020101),Paper products (X010201),224.75,,,
802,BTHRM-963 2631OZ,Carton,2024-08-17T01:35:01Z,,,TRUE,,Sterile Gloves (M070101),Advert. agency fees (X020101),833.91,,,
803,BTHRM-953 2510KG,Box,2024-08-26T13:05:19Z,,,FALSE,,Advert. agency fees (X020101),APO Services (V050401),847.631,,,
804,DISINFECT-779 1766GAL,Each,2024-08-26T13:05:19Z,,,TRUE,,APO Services (V050401),Paper products (X010201),27.099,,,
805,HD-900 1563L,Each,2024-10-16T14:13:00Z,,,TRUE,,,,811.25,,,
806,BK-712 1890KG,Box,2024-08-04T20:19:46Z,,Plastic Granules,TRUE,,Medical Supplies (M060101),Cement (C020301),726.39,,,
807,HD-373 1164ML,Carton,2024-10-16T22:47:09Z,,Rubber Compounds,TRUE,,Construction Materials (C040201),Cement (C020301),219.02,,,
